author,title,text,lemmas
Dickens,Tale,"The Dover mail was in its usual genial position that the guard suspected  the passengers, the passengers suspected one another and the guard, they  all suspected everybody else, and the coachman was sure of nothing but  the horses; as to which cattle he could with a clear conscience have  taken his oath on the two Testaments that they were not fit for the  journey.",dover mail usual genial position guard suspect passenger passenger suspect guard suspect everybody coachman sure horse cattle clear conscience take oath testaments fit journey
Dickens,Tale,"“Wo-ho!” said the coachman. “So, then! One more pull and you’re at the  top and be damned to you, for I have had trouble enough to get you to  it!--Joe!”",wo ho say coachman pull damn trouble
Dickens,Tale,"“My blood!” ejaculated the vexed coachman, “and not atop of Shooter’s  yet! Tst! Yah! Get on with you!”",blood ejaculate vex coachman atop shooter tst yah
Dickens,Tale,"The emphatic horse, cut short by the whip in a most decided negative,  made a decided scramble for it, and the three other horses followed  suit. Once more, the Dover mail struggled on, with the jack-boots of its  passengers squashing along by its side. They had stopped when the coach  stopped, and they kept close company with it. If any one of the three  had had the hardihood to propose to another to walk on a little ahead  into the mist and darkness, he would have put himself in a fair way of  getting shot instantly as a highwayman.",emphatic horse cut short whip decide negative decided scramble horse follow suit dover mail struggle jack boot passenger squash stop coach stop keep close company hardihood propose walk little ahead mist darkness fair way get shoot instantly highwayman
Dickens,Tale,"The last burst carried the mail to the summit of the hill. The horses  stopped to breathe again, and the guard got down to skid the wheel for  the descent, and open the coach-door to let the passengers in.",burst carry mail summit hill horse stop breathe guard get skid wheel descent open coach door let passenger
Dickens,Tale,"“Tst! Joe!” cried the coachman in a warning voice, looking down from his  box.",tst joe cry coachman warning voice look box
Dickens,Tale,"“_I_ say a horse at a gallop, Tom,” returned the guard, leaving his hold  of the door, and mounting nimbly to his place. “Gentlemen! In the king’s  name, all of you!”",horse gallop tom return guard leave hold door mount nimbly place gentleman king
Dickens,Tale,"With this hurried adjuration, he cocked his blunderbuss, and stood on  the offensive.",hurried adjuration cock blunderbuss stand offensive
Dickens,Tale,"The passenger booked by this history, was on the coach-step, getting in;  the two other passengers were close behind him, and about to follow. He  remained on the step, half in the coach and half out of; they remained  in the road below him. They all looked from the coachman to the guard,  and from the guard to the coachman, and listened. The coachman looked  back and the guard looked back, and even the emphatic leader pricked up  his ears and looked back, without contradicting.",passenger book history coach step get passenger close follow remain step half coach half remain road look coachman guard guard coachman listen coachman look guard look emphatic leader prick ear look contradict
Dickens,Tale,"The stillness consequent on the cessation of the rumbling and labouring  of the coach, added to the stillness of the night, made it very quiet  indeed. The panting of the horses communicated a tremulous motion to  the coach, as if it were in a state of agitation. The hearts of the  passengers beat loud enough perhaps to be heard; but at any rate, the  quiet pause was audibly expressive of people out of breath, and holding  the breath, and having the pulses quickened by expectation.",stillness consequent cessation rumble labouring coach add stillness night quiet panting horse communicate tremulous motion coach state agitation heart passenger beat loud hear rate quiet pause audibly expressive people breath hold breath have pulse quicken expectation
Dickens,Tale,The sound of a horse at a gallop came fast and furiously up the hill.,sound horse gallop come fast furiously hill
Dickens,Tale,"“So-ho!” the guard sang out, as loud as he could roar. “Yo there! Stand!  I shall fire!”",ho guard sing loud roar yo stand shall fire
Dickens,Tale,"The pace was suddenly checked, and, with much splashing and floundering,  a man’s voice called from the mist, “Is that the Dover mail?”",pace suddenly check splashing flounder man voice call mist dover mail
Dickens,Tale,"Our booked passenger showed in a moment that it was his name. The guard,  the coachman, and the two other passengers eyed him distrustfully.",booked passenger show moment guard coachman passenger eye distrustfully
Dickens,Tale,"“Keep where you are,” the guard called to the voice in the mist,  “because, if I should make a mistake, it could never be set right in  your lifetime. Gentleman of the name of Lorry answer straight.”",guard call voice mist mistake set right lifetime gentleman lorry answer straight
Dickens,Tale,"“What is the matter?” asked the passenger, then, with mildly quavering  speech. “Who wants me? Is it Jerry?”",matter ask passenger mildly quavering speech want jerry
Dickens,Tale,"(“I don’t like Jerry’s voice, if it is Jerry,” growled the guard to  himself. “He’s hoarser than suits me, is Jerry.”)",like jerry voice jerry growl guard hoarser suit jerry
Dickens,Tale,"“I know this messenger, guard,” said Mr. Lorry, getting down into the  road--assisted from behind more swiftly than politely by the other two  passengers, who immediately scrambled into the coach, shut the door, and  pulled up the window. “He may come close; there’s nothing wrong.”",know messenger guard say lorry get road assist swiftly politely passenger immediately scramble coach shut door pull window come close wrong
Dickens,Tale,"“I hope there ain’t, but I can’t make so ‘Nation sure of that,” said the  guard, in gruff soliloquy. “Hallo you!”",hope ai nation sure say guard gruff soliloquy hallo
Dickens,Tale,"“Come on at a footpace! d’ye mind me? And if you’ve got holsters to that  saddle o’ yourn, don’t let me see your hand go nigh ’em. For I’m a devil  at a quick mistake, and when I make one it takes the form of Lead. So  now let’s look at you.”",come footpace mind get holster saddle o yourn let hand nigh devil quick mistake take form lead let look
Dickens,Tale,"The figures of a horse and rider came slowly through the eddying mist,  and came to the side of the mail, where the passenger stood. The rider  stooped, and, casting up his eyes at the guard, handed the passenger  a small folded paper. The rider’s horse was blown, and both horse and  rider were covered with mud, from the hoofs of the horse to the hat of  the man.",figure horse rider come slowly eddying mist come mail passenger stand rider stoop cast eye guard hand passenger small folded paper rider horse blow horse rider cover mud hoofs horse hat man
Dickens,Tale,"“Guard!” said the passenger, in a tone of quiet business confidence.",guard say passenger tone quiet business confidence
Dickens,Tale,"The watchful guard, with his right hand at the stock of his raised  blunderbuss, his left at the barrel, and his eye on the horseman,  answered curtly, “Sir.”",watchful guard right hand stock raise blunderbuss left barrel eye horseman answer curtly sir
Dickens,Tale,“There is nothing to apprehend. I belong to Tellson’s Bank. You must  know Tellson’s Bank in London. I am going to Paris on business. A crown  to drink. I may read this?”,apprehend belong tellson bank know tellson bank london go paris business crown drink read
Dickens,Tale,"He opened it in the light of the coach-lamp on that side, and  read--first to himself and then aloud: “‘Wait at Dover for Mam’selle.’  It’s not long, you see, guard. Jerry, say that my answer was, RECALLED  TO LIFE.”",open light coach lamp read aloud wait dover long guard jerry answer recalled life
Dickens,Tale,"Jerry started in his saddle. “That’s a Blazing strange answer, too,”   said he, at his hoarsest.",jerry start saddle blazing strange answer say hoarsest
Dickens,Tale,"“Take that message back, and they will know that I received this, as  well as if I wrote. Make the best of your way. Good night.”",message know receive write good way good night
Dickens,Tale,"With those words the passenger opened the coach-door and got in; not at  all assisted by his fellow-passengers, who had expeditiously secreted  their watches and purses in their boots, and were now making a general  pretence of being asleep. With no more definite purpose than to escape  the hazard of originating any other kind of action.",word passenger open coach door get assist fellow passenger expeditiously secrete watch purse boot make general pretence asleep definite purpose escape hazard originate kind action
Dickens,Tale,"The coach lumbered on again, with heavier wreaths of mist closing round  it as it began the descent. The guard soon replaced his blunderbuss  in his arm-chest, and, having looked to the rest of its contents, and  having looked to the supplementary pistols that he wore in his belt,  looked to a smaller chest beneath his seat, in which there were a  few smith’s tools, a couple of torches, and a tinder-box. For he was  furnished with that completeness that if the coach-lamps had been blown  and stormed out, which did occasionally happen, he had only to shut  himself up inside, keep the flint and steel sparks well off the straw,  and get a light with tolerable safety and ease (if he were lucky) in  five minutes.",coach lumber heavy wreath mist closing round begin descent guard soon replace blunderbuss arm chest have look rest content have look supplementary pistol wear belt look small chest beneath seat smith tool couple torch tinder box furnish completeness coach lamp blow storm occasionally happen shut inside flint steel spark straw light tolerable safety ease lucky minute
Dickens,Tale,"Jerry, left alone in the mist and darkness, dismounted meanwhile, not  only to ease his spent horse, but to wipe the mud from his face, and  shake the wet out of his hat-brim, which might be capable of  holding about half a gallon. After standing with the bridle over his  heavily-splashed arm, until the wheels of the mail were no longer within  hearing and the night was quite still again, he turned to walk down the  hill.",jerry leave mist darkness dismount ease spent horse wipe mud face shake wet hat brim capable hold half gallon stand bridle heavily splashed arm wheel mail long hearing night turn walk hill
Dickens,Tale,"“After that there gallop from Temple Bar, old lady, I won’t trust your  fore-legs till I get you on the level,” said this hoarse messenger,  glancing at his mare. “‘Recalled to life.’ That’s a Blazing strange  message. Much of that wouldn’t do for you, Jerry! I say, Jerry! You’d  be in a Blazing bad way, if recalling to life was to come into fashion,  Jerry!”",gallop temple bar old lady wo trust fore leg till level say hoarse messenger glance mare recall life blaze strange message jerry jerry blaze bad way recall life come fashion jerry
Dickens,Tale,"  A wonderful fact to reflect upon, that every human creature is  constituted to be that profound secret and mystery to every other. A  solemn consideration, when I enter a great city by night, that every  one of those darkly clustered houses encloses its own secret; that every  room in every one of them encloses its own secret; that every beating  heart in the hundreds of thousands of breasts there, is, in some of  its imaginings, a secret to the heart nearest it! Something of the  awfulness, even of Death itself, is referable to this. No more can I  turn the leaves of this dear book that I loved, and vainly hope in time  to read it all. No more can I look into the depths of this unfathomable  water, wherein, as momentary lights glanced into it, I have had glimpses  of buried treasure and other things submerged. It was appointed that the  book should shut with a spring, for ever and for ever, when I had read  but a page. It was appointed that the water should be locked in an  eternal frost, when the light was playing on its surface, and I stood  in ignorance on the shore. My friend is dead, my neighbour is dead,  my love, the darling of my soul, is dead; it is the inexorable  consolidation and perpetuation of the secret that was always in that  individuality, and which I shall carry in mine to my life’s end. In  any of the burial-places of this city through which I pass, is there  a sleeper more inscrutable than its busy inhabitants are, in their  innermost personality, to me, or than I am to them?",wonderful fact reflect human creature constitute profound secret mystery solemn consideration enter great city night darkly cluster house enclose secret room enclose secret beating heart hundred thousand breast imagining secret heart nearest awfulness death referable turn leave dear book love vainly hope time read look depth unfathomable water momentary light glance glimpse bury treasure thing submerge appoint book shut spring read page appoint water lock eternal frost light play surface stand ignorance shore friend dead neighbour dead love darling soul dead inexorable consolidation perpetuation secret individuality shall carry life end burial place city pass sleeper inscrutable busy inhabitant innermost personality
Dickens,Tale,"As to this, his natural and not to be alienated inheritance, the  messenger on horseback had exactly the same possessions as the King, the  first Minister of State, or the richest merchant in London. So with the  three passengers shut up in the narrow compass of one lumbering old mail  coach; they were mysteries to one another, as complete as if each had  been in his own coach and six, or his own coach and sixty, with the  breadth of a county between him and the next.",natural alienate inheritance messenger horseback exactly possession king minister state rich merchant london passenger shut narrow compass lumber old mail coach mystery complete coach coach breadth county
Dickens,Tale,"The messenger rode back at an easy trot, stopping pretty often at  ale-houses by the way to drink, but evincing a tendency to keep his  own counsel, and to keep his hat cocked over his eyes. He had eyes that  assorted very well with that decoration, being of a surface black, with  no depth in the colour or form, and much too near together--as if they  were afraid of being found out in something, singly, if they kept too  far apart. They had a sinister expression, under an old cocked-hat like  a three-cornered spittoon, and over a great muffler for the chin and  throat, which descended nearly to the wearer’s knees. When he stopped  for drink, he moved this muffler with his left hand, only while he  poured his liquor in with his right; as soon as that was done, he  muffled again.",messenger ride easy trot stop pretty ale house way drink evince tendency counsel hat cock eye eye assort decoration surface black depth colour form near afraid find singly keep far apart sinister expression old cock hat like cornered spittoon great muffler chin throat descend nearly wearer knee stop drink move muffler left hand pour liquor right soon muffle
Dickens,Tale,"“No, Jerry, no!” said the messenger, harping on one theme as he rode.  “It wouldn’t do for you, Jerry. Jerry, you honest tradesman, it wouldn’t  suit _your_ line of business! Recalled--! Bust me if I don’t think he’d  been a drinking!”",jerry say messenger harp theme ride jerry jerry honest tradesman suit line business bust think drinking
Dickens,Tale,"His message perplexed his mind to that degree that he was fain, several  times, to take off his hat to scratch his head. Except on the crown,  which was raggedly bald, he had stiff, black hair, standing jaggedly all  over it, and growing down hill almost to his broad, blunt nose. It was  so like Smith’s work, so much more like the top of a strongly spiked  wall than a head of hair, that the best of players at leap-frog might  have declined him, as the most dangerous man in the world to go over.",message perplex mind degree fain time hat scratch head crown raggedly bald stiff black hair stand jaggedly grow hill broad blunt nose like smith work like strongly spiked wall head hair good player leap frog decline dangerous man world
Dickens,Tale,"While he trotted back with the message he was to deliver to the night  watchman in his box at the door of Tellson’s Bank, by Temple Bar, who  was to deliver it to greater authorities within, the shadows of the  night took such shapes to him as arose out of the message, and took such  shapes to the mare as arose out of _her_ private topics of uneasiness.  They seemed to be numerous, for she shied at every shadow on the road.",trot message deliver night watchman box door tellson bank temple bar deliver great authority shadow night take shape arise message take shape mare arise private topic uneasiness numerous shy shadow road
Dickens,Tale,"What time, the mail-coach lumbered, jolted, rattled, and bumped upon  its tedious way, with its three fellow-inscrutables inside. To whom,  likewise, the shadows of the night revealed themselves, in the forms  their dozing eyes and wandering thoughts suggested.",time mail coach lumber jolt rattled bump tedious way fellow inscrutable inside likewise shadow night reveal form doze eye wander thought suggest
Dickens,Tale,"Tellson’s Bank had a run upon it in the mail. As the bank  passenger--with an arm drawn through the leathern strap, which did what  lay in it to keep him from pounding against the next passenger,  and driving him into his corner, whenever the coach got a special  jolt--nodded in his place, with half-shut eyes, the little  coach-windows, and the coach-lamp dimly gleaming through them, and the  bulky bundle of opposite passenger, became the bank, and did a great  stroke of business. The rattle of the harness was the chink of money,  and more drafts were honoured in five minutes than even Tellson’s, with  all its foreign and home connection, ever paid in thrice the time. Then  the strong-rooms underground, at Tellson’s, with such of their valuable  stores and secrets as were known to the passenger (and it was not a  little that he knew about them), opened before him, and he went in among  them with the great keys and the feebly-burning candle, and found them  safe, and strong, and sound, and still, just as he had last seen them.",tellson bank run mail bank passenger arm draw leathern strap lie pound passenger drive corner coach get special jolt nod place half shut eye little coach window coach lamp dimly gleam bulky bundle opposite passenger bank great stroke business rattle harness chink money draft honour minute tellson foreign home connection pay thrice time strong room underground tellson valuable store secret know passenger little know open go great key feebly burn candle find safe strong sound see
Dickens,Tale,"But, though the bank was almost always with him, and though the coach  (in a confused way, like the presence of pain under an opiate) was  always with him, there was another current of impression that never  ceased to run, all through the night. He was on his way to dig some one  out of a grave.",bank coach confused way like presence pain opiate current impression cease run night way dig grave
Dickens,Tale,"Now, which of the multitude of faces that showed themselves before him  was the true face of the buried person, the shadows of the night did  not indicate; but they were all the faces of a man of five-and-forty by  years, and they differed principally in the passions they expressed,  and in the ghastliness of their worn and wasted state. Pride, contempt,  defiance, stubbornness, submission, lamentation, succeeded one another;  so did varieties of sunken cheek, cadaverous colour, emaciated hands  and figures. But the face was in the main one face, and every head was  prematurely white. A hundred times the dozing passenger inquired of this  spectre:",multitude face show true face bury person shadow night indicate face man year differ principally passion express ghastliness worn waste state pride contempt defiance stubbornness submission lamentation succeed variety sunken cheek cadaverous colour emaciated hand figure face main face head prematurely white time doze passenger inquire spectre
Dickens,Tale,"The answers to this question were various and contradictory. Sometimes  the broken reply was, “Wait! It would kill me if I saw her too soon.”   Sometimes, it was given in a tender rain of tears, and then it was,  “Take me to her.” Sometimes it was staring and bewildered, and then it  was, “I don’t know her. I don’t understand.”",answer question contradictory broken reply wait kill see soon give tender rain tear stare bewilder know understand
Dickens,Tale,"After such imaginary discourse, the passenger in his fancy would dig,  and dig, dig--now with a spade, now with a great key, now with his  hands--to dig this wretched creature out. Got out at last, with earth  hanging about his face and hair, he would suddenly fan away to dust. The  passenger would then start to himself, and lower the window, to get the  reality of mist and rain on his cheek.",imaginary discourse passenger fancy dig dig dig spade great key hand dig wretched creature got earth hang face hair suddenly fan away dust passenger start lower window reality mist rain cheek
Dickens,Tale,"Yet even when his eyes were opened on the mist and rain, on the moving  patch of light from the lamps, and the hedge at the roadside retreating  by jerks, the night shadows outside the coach would fall into the train  of the night shadows within. The real Banking-house by Temple Bar, the  real business of the past day, the real strong rooms, the real express  sent after him, and the real message returned, would all be there. Out  of the midst of them, the ghostly face would rise, and he would accost  it again.",eye open mist rain move patch light lamp hedge roadside retreat jerk night shadow outside coach fall train night shadow real banking house temple bar real business past day real strong room real express send real message return midst ghostly face rise accost
Dickens,Tale,"Dig--dig--dig--until an impatient movement from one of the two  passengers would admonish him to pull up the window, draw his arm  securely through the leathern strap, and speculate upon the two  slumbering forms, until his mind lost its hold of them, and they again  slid away into the bank and the grave.",dig dig dig impatient movement passenger admonish pull window draw arm securely leathern strap speculate slumber form mind lose hold slide away bank grave
Dickens,Tale,"The words were still in his hearing as just spoken--distinctly in  his hearing as ever spoken words had been in his life--when the weary  passenger started to the consciousness of daylight, and found that the  shadows of the night were gone.",word hearing speak distinctly hearing speak word life weary passenger start consciousness daylight find shadow night go
Dickens,Tale,"He lowered the window, and looked out at the rising sun. There was a  ridge of ploughed land, with a plough upon it where it had been left  last night when the horses were unyoked; beyond, a quiet coppice-wood,  in which many leaves of burning red and golden yellow still remained  upon the trees. Though the earth was cold and wet, the sky was clear,  and the sun rose bright, placid, and beautiful.",lower window look rise sun ridge plough land plough leave night horse unyoked quiet coppice wood leave burn red golden yellow remain tree earth cold wet sky clear sun rise bright placid beautiful
Dickens,Tale,"“Eighteen years!” said the passenger, looking at the sun. “Gracious  Creator of day! To be buried alive for eighteen years!”",eighteen year say passenger look sun gracious creator day bury alive eighteen year
Dickens,Tale,"  When the mail got successfully to Dover, in the course of the forenoon,  the head drawer at the Royal George Hotel opened the coach-door as his  custom was. He did it with some flourish of ceremony, for a mail journey  from London in winter was an achievement to congratulate an adventurous  traveller upon.",mail get successfully dover course forenoon head drawer royal george hotel open coach door custom flourish ceremony mail journey london winter achievement congratulate adventurous traveller
Dickens,Tale,"By that time, there was only one adventurous traveller left be  congratulated: for the two others had been set down at their respective  roadside destinations. The mildewy inside of the coach, with its damp  and dirty straw, its disagreeable smell, and its obscurity, was rather  like a larger dog-kennel. Mr. Lorry, the passenger, shaking himself out  of it in chains of straw, a tangle of shaggy wrapper, flapping hat, and  muddy legs, was rather like a larger sort of dog.",time adventurous traveller leave congratulate set respective roadside destination mildewy inside coach damp dirty straw disagreeable smell obscurity like large dog kennel lorry passenger shake chain straw tangle shaggy wrapper flap hat muddy leg like large sort dog
Dickens,Tale,"“There will be a packet to Calais, tomorrow, drawer?”",packet calais tomorrow drawer
Dickens,Tale,"“Yes, sir, if the weather holds and the wind sets tolerable fair. The  tide will serve pretty nicely at about two in the afternoon, sir. Bed,  sir?”",yes sir weather hold wind set tolerable fair tide serve pretty nicely afternoon sir bed sir
Dickens,Tale,"“I shall not go to bed till night; but I want a bedroom, and a barber.”",shall bed till night want bedroom barber
Dickens,Tale,"“And then breakfast, sir? Yes, sir. That way, sir, if you please.  Show Concord! Gentleman’s valise and hot water to Concord. Pull off  gentleman’s boots in Concord. (You will find a fine sea-coal fire, sir.)  Fetch barber to Concord. Stir about there, now, for Concord!”",breakfast sir yes sir way sir concord gentleman valise hot water concord pull gentleman boot concord find fine sea coal fire sir fetch barber concord stir concord
